name	partnerprotein	partnerprotein_textbox	target_order	target_species	activity	taxonid	lc50	units	percentage_mortality	publication	other_citations	life_stage	instar	assay_material	assay_method	comment
Vip3Aa29	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	22.6	µg/ml		10.1007/s00284-011-0070-7		Not specified	Not specified	Cell lysate	Diet incorporation	The 50% inhibitory concentration is shown instead of the LC50.
Vip3Aa29	No	No	Lepidoptera	Chilo suppressalis	Yes	168631	24	µg/ml		10.1007/s00284-011-0070-7		Not specified	Not specified	Cell lysate	diet incorporation	
Vip3Aa29	No	No	Diptera	Culex quinquefasciatus	No	7176	"NA	 not toxic"	NA not toxic		10.1007/s00284-011-0070-7		Not specified	Not specified	Cell lysate	Addition to water	Expressed proteins were solubilized with 0.05 M Na2CO3 (pH 10.5) and 10 mM dithiothreitol.
Vip3Aa35	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	250	ng/cm2	 	10.1007/s00284-018-1578-x		Larvae	2nd Instar	Purified protein	Surface contamination	
Vip3Aa43	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	24.66	ng/cm2		10.1016/j.jip.2012.11.011		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa43	No	No	Lepidoptera	Spodoptera eridania	Yes	37547	3.44	ng/cm2		10.1016/j.jip.2012.11.011		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa43	No	No	Lepidoptera	Spodoptera albula	Yes	134400	3.9	ng/cm2		10.1016/j.jip.2012.11.011		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa43	No	No	Lepidoptera	Spodoptera cosmioides	Yes	134402	2.78	ng/cm2		10.1016/j.jip.2012.11.011		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa45	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	 	 	20% at 800ng/cm2	10.1016/j.biocontrol.2013.05.003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa45	No	No	Lepidoptera	Chrysodeixis chalcites	Yes	749652	1044.6	ng/cm2		10.1016/j.biocontrol.2013.05.003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa45	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	 	 	53% at 800ng/cm2	10.1016/j.biocontrol.2013.05.003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa45	No	No	Lepidoptera	Lobesia botrana	Yes	209534	1.96	µg/ml		10.1016/j.biocontrol.2013.05.003		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa45	No	No	Lepidoptera	Trichoplusia ni	Yes	7111	 	 	69% at 800ng/cm2	10.1016/j.biocontrol.2013.05.003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa45	No	No	Lepidoptera	Mamestra brassicae	Yes	55057	39.7	ng/cm2		10.1016/j.biocontrol.2013.05.003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa45	No	No	Lepidoptera	Ostrinia nubilalis	No	29057	 	 	 	10.1016/j.biocontrol.2013.05.003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa45	No	No	Lepidoptera	Spodoptera littoralis	Yes	7109	18.7	ng/cm2		10.1016/j.biocontrol.2013.05.003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa45	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	119.7	ng/cm2		10.1016/j.biocontrol.2013.05.003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa50	No	No	Lepidoptera	Anticarsia gematalis	Yes	129554	20.3	ng/cm2		10.1590/S0100-204X2013000900005 		Larvae	1st Instar 	Cell lysate	Surface contamination	
Vip3Aa50	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	79.6	ng/cm2		10.1590/S0100-204X2013000900005 		Larvae	1st Instar 	Cell lysate	Surface contamination	
Vip3Aa51	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	0.08	µg/cm2		10.1002/ps.6224		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Aa58	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	0.16	pmol/cm2	 	10.1016/j.jip.2015.06.006		Larvae	1st Instar 	Purified protein	Surface contamination	LC50 against L3 larvae higher: 4.36pmol/cm2.  Results similar for protoxin and trypsin activated
Vip3Aa58	No	No	Coleoptera	Tenebrio molitor	No	7067	"N/A	 not toxic"	N/A not toxic		10.1016/j.jip.2015.06.006		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa58	No	No	Lepidoptera	Dendrolimus pini	Yes	151304	23.55	pmol/cm3	 	10.1016/j.jip.2015.06.006 		Larvae	2nd Instar	Purified protein	Surface contamination	Results similar for protoxin and trypsin activated
Vip3Aa58	No	No	Lepidoptera	Cydia pomonella	Yes	82600	2.38	pmol/cm3	 	10.1016/j.jip.2015.06.006		Larvae	1st Instar 	Purified protein	Surface contamination	Results similar for protoxin and trypsin activated
Vip3Aa59	No	No	Lepidoptera	Cydia pomonella	Yes	82600	2.75	pmol/cm3	 	10.1016/j.jip.2015.06.006		Larvae	1st Instar 	Purified protein	Surface contamination	Results similar for protoxin and trypsin activated
Vip3Aa59	No	No	Coleoptera	Tenebrio molitor	No	7067	"N/A	 not toxic"	N/A not toxic		10.1016/j.jip.2015.06.006		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa59	No	No	Lepidoptera	Dendrolimus pini	Yes	151304	16.26	pmol/cm3	 	10.1016/j.jip.2015.06.006 		Larvae	2nd Instar	Purified protein	Surface contamination	Results similar for protoxin and trypsin activated
Vip3Aa59	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	0.19	pmol/cm2	 	10.1016/j.jip.2015.06.006		Larvae	1st Instar 	Purified protein	Surface contamination	LC50 against L3 larvae higher: 3.83pmol/cm2.  Results similar for protoxin and trypsin activated
Vip3Aa61	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	169.63	ng/cm2		10.1016/j.micpath.2017.12.025		Larvae	2nd Instar	Purified protein	Surface contamination	
Vip3Aa64	No	No	Blattodea	Periplaneta americana	Yes	6978	0.159	mg	 	doi.org/10.1515/biol-2020-0014		Larvae	13 instar	Purified protein	Other (add to comments)	Diluted in PBS buffer. 36 hs.
Vip3Aa64	No	No	Blattodea	Blattella germanica	Yes	6973	0.546	mg	 	doi.org/10.1515/biol-2020-0014		Larvae	7th Instar	Purified protein	Other (add to comments)	Diluted in PBS buffer. 12 hs.
Vip3Aa64	No	No	Blattodea	Blattella germanica	Yes	6973	0.443	mg	 	doi.org/10.1515/biol-2020-0014		Larvae	7th Instar	Purified protein	Other (add to comments)	Diluted in PBS buffer. 24 hs.
Vip3Aa64	No	No	Blattodea	Blattella germanica	Yes	6973	0.118	mg	 	doi.org/10.1515/biol-2020-0014		Larvae	7th Instar	Purified protein	Other (add to comments)	Diluted in PBS buffer. 36 hs.
Vip3Aa64	No	No	Blattodea	Periplaneta americana	Yes	6978	0.703	mg	 	doi.org/10.1515/biol-2020-0014		Larvae	13 instar	Purified protein	Other (add to comments)	Diluted in PBS buffer. 12 hs.
Vip3Aa64	No	No	Blattodea	Periplaneta americana	Yes	6978	0.182	mg	 	doi.org/10.1515/biol-2020-0014		Larvae	13 instar	Purified protein	Other (add to comments)	Diluted in PBS buffer. 24 hs.
Vip3Aa64	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	32	ng/cm2	 	10.1007/s00284-018-1578-x		Larvae	2nd Instar	Purified protein	Surface contamination	
Vip3Aa65	No	No	Lepidoptera	Spodoptera littoralis	Yes	7109	521	ng/cm2	 	10.1371/journal.pone.0206813		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Aa65	No	No	Lepidoptera	Grapholita molesta	Yes	192188	49	ng/cm2	 	10.1371/journal.pone.0206813		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Aa65	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	2660	ng/cm2		10.1371/journal.pone.0206813		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Aa65	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	496	ng/cm2	 	10.1371/journal.pone.0206813		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Aa65	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	1650	ng/cm2	 	10.1371/journal.pone.0206813		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Aa7	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	35.6	µg/ml	 	10.1007/s00253-008-1613-0		Larvae	1st Instar 	Other (add to comments)	Leaf-dip	Mixture of spores and cellular debris and the protein 
Vip3Aa7	No	No	Lepidoptera	Plutella xylostella	Yes	51655	4935	µg/ml	 	10.1007/s00284-012-0201-9		Larvae	3rd Instar	Purified protein	Leaf-dip	
Vip3Aa7	No	No	Lepidoptera	Plutella xylostella	Yes	51655	4930	ng/ml		10.1007/s00253-012-4213-y		Larvae	3rd instar	Cell lysate	leaf dip	
Vip3Aa7	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	46.1	µg/ml	 	10.1007/s00253-008-1613-0		Larvae	1st Instar 	Other (add to comments)	diet incorporation	Mixture of spores and cellular debris and the protein 
Vip3Aa7	No	No	Lepidoptera	Plutella xylostella	Yes	51655	28.9	µg/ml	 	10.1007/s00253-008-1613-0		Larvae	3rd Instar	Other (add to comments)	diet incorporation	Mixture of spores and cellular debris and the protein 
Vip3Aa9	No	No	Lepidoptera	Plutella xylostella	Yes	51655	36	ng/cm2	 	10.1128/AEM.67.12 .5855-5858.2001		Larvae	1st Instar 	Purified protein	Leaf-dip	
Vip3Aa9	No	No	Lepidoptera	Chilo partellus	Yes	236792	8	ng/cm2	 	10.1128/AEM.67.12 .5855-5858.2001		Larvae	1st Instar 	Purified protein	Leaf-dip	
Vip3Aa9	No	No	Lepidoptera	Phthorimaea operculella	Yes	192584	370	ng/cm2	 	10.1128/AEM.67.12 .5855-5858.2001		Larvae	1st Instar 	Purified protein	Leaf-dip	
Vip3Aa9	No	No	Lepidoptera	Agrotis ipsilon	Yes	56364	2165	ng/cm2	 	10.1128/AEM.67.12 .5855-5858.2001		Larvae	1st Instar 	Purified protein	Leaf-dip	
Vip3Aa9	No	No	Lepidoptera	Spodoptera litura 	Yes	69820	5	ng/cm2	 	10.1128/AEM.67.12 .5855-5858.2001		Larvae	1st Instar 	Purified protein	Leaf-dip	
Vip3Ab1	No	No	Lepidoptera	Ostrinia nubilalis	Yes	29057	greater than 9003	ng/cm2		10.1038/s41598-017-11702-2		larvae	1st Instar	Purified protein	Diet incorporation	
Vip3Ab1	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	72.6	ng/cm2		10.1038/s41598-017-11702-2		larvae	1st Instar	Purified protein	Diet incorporation	
Vip3Ab1	No	No	Lepidoptera	Ostrinia nubilalis	No	29057	"N/A	 not toxic"	N/A not toxic		10.1038/s41598-017-11702-2 		Larvae	1st Instar 	Purified protein	Surface contamination	no activity at >9000ng/cm2
Vip3Ab1	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	177.9	ng/cm2		10.3390/toxins11050276		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Ab1	No	No	Lepidoptera	Helicoverpa zea	Yes	7113	555.7	ng/cm2		10.1038/s41598-017-11702-2		larvae	1st Instar	Purified protein	Diet incorporation	
Vip3Ab1	No	No	Lepidoptera	Chrysodeixis includens	Yes	689277	124.2	ng/cm2	 	10.1038/s41598-017-11702-2 		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ab1	No	No	Lepidoptera	Helicoverpa zea	Yes	7113	555.7	ng/cm2ng/cm2		10.1038/s41598-017-11702-2 		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ab1	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	72.6	ng/cm2		10.1038/s41598-017-11702-2 		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ac1	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	11.6	ng/cm2		10.1128/AEM.02079-06		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ac1	No	No	Lepidoptera	Ostrinia nubilalis	Yes	29057	"NA	 not toxic"	NA not toxic		10.1128/AEM.02079-06		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ac1	No	No	Lepidoptera	Helicoverpa zea	Yes	7113	133.7	ng/cm2		10.1128/AEM.02079-06		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ac1	No	No	Coleoptera	Diabrotica virgifera virgifera	No	50390	"NA	 not toxic"	NA not toxic		10.1128/AEM.02079-06		Not specified	Not specified	Not specified	Not specified	Assay material and method not specified
Vip3Ac1	No	No	Diiptera	Anopheles gambiae	No	7165	"NA	 not toxic"	NA not toxic		10.1128/AEM.02079-06		Not specified	Not specified	Purified protein	Not specified	Not specified
Vip3Ac1	No	No	Lepidoptera	Bombyx mori	Yes	7091	44.8	ng/cm2		10.1128/AEM.02079-06		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3AcAa	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	180	ng/cm2		10.1007/s11248-017-0048-8		Larvae	1st instar	Purified protein	surface contamination	% mortalities at different doses also reported:  LC50 for Vip3AcAa protein in colonies with resistance to Cry1Ac is similar
Vip3Ad2	No	No	Lepidoptera	Spodoptera frugiperda	No	7108	"NA	 not toxic"	NA not toxic		10.1016/j.jip.2013.02.001		Larvae	1st Instar	Culture medium	Surface contamination	Protoxin > 4000 ng/cm2
Vip3Ad2	No	No	Lepidoptera	Agrotis ipsilon	No	56364	"NA	 not toxic"	NA not toxic		10.1016/j.jip.2013.02.001		Larvae	1st Instar	Culture medium	Surface contamination	 > 4000 ng/cm2
Vip3Ae	No	No	Lepidoptera	Heliothis virescens	Yes	7102	946	ng/cm2		10.1371/journal.pone.0107196		Larvae	1st instar	Cell lysate	surface contamination	
Vip3Ae	No	No	Lepidoptera	Anticarsia gemmatalis	Yes	129554	5000	ng/cm2		10.1590/S0100-204X2014000200001¬†		Larvae	1st instar	Cell lysate	surface contamination	
Vip3Ae	No	No	Lepidoptera	Chrysodeixis includens	Yes	689277	80800	ng/cm2		10.1590/S0100-204X2014000200001¬†		Larvae	1st instar	Cell lysate	surface contamination	
Vip3Ae1	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	28	ng/cm2		10.1016/j.jip.2013.02.001		Larvae	1st Instar	Culture medium	Surface contamination	Protoxin
Vip3Ae1	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	20	ng/cm2	 	10.1016/j.jinsphys.2014.06.008		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ae1	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	11.1	ng/cm2	 	10.1016/j.jinsphys.2014.06.008		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ae1	No	No	Lepidoptera	Agrotis ipsilon	Yes	56364	4	ng/cm2	 	10.1016/j.jip.2013.02.001		Larvae	1st Instar	Culture medium	Surface contamination	
Vip3Ae1	No	No	Lepidoptera	Spodoptera littoralis	Yes	7109	8	ng/cm2	 	10.1016/j.jip.2014.01.006		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ae1	No	No	Lepidoptera	Mamestra brassicae	Yes	55057	258	ng/cm2	 	10.1016/j.jip.2014.01.006		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ae1	No	No	Lepidoptera	Lobesia botrana	Yes	209534	0.2	µg/ml	 	10.1016/j.jip.2014.01.006		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Ae1	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	4460	ng/cm2	 	10.1016/j.jip.2014.01.006		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Af	No	No	Lepidoptera	Grapholita molesta	Yes	192188	27	ng/cm2		10.1016/j.jip.2016.09.006		Larvae	1st Instar	Cell lysate	surface contamination	
Vip3Af	No	No	Lepidoptera	Heliothis virescens	Yes	7102	874	ng/cm2		10.1371/journal.pone.0107196		Larvae	1st instar	Cell lysate	surface contamination	
Vip3Af	No	No	Lepidoptera	Chrysodeixis includens	Yes	689277	1400	ng/cm2		10.1590/S0100-204X2014000200001¬†		Larvae	1st instar	Cell lysate	surface contamination	
Vip3Af	No	No	Lepidoptera	Anticarsia gemmatalis	Yes	129554	3600	ng/cm2		10.1590/S0100-204X2014000200001¬†		Larvae	1st instar	Cell lysate	surface contamination	
Vip3Af1	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	49.3	ng/cm2		10.1128/AEM.02342-08		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Af1	No	No	Lepidoptera	Agrotis ipsilon	Yes	56364	18	ng/cm2	 	10.1016/j.jip.2013.02.001		Larvae	1st Instar	Culture medium	Surface contamination	
Vip3Af1	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	7.6	ng/cm2	 	10.1038/s41598-018-25346-3		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Af1	No	No	Lepidoptera	Agrotis segetum	Yes	47767	35.2	ng/cm2	 	10.1038/s41598-018-25346-3		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Af1	No	No	Lepidoptera	Spodoptera littoralis	Yes	7109	43.2	ng/cm2	 	10.1016/j.jip.2014.01.006		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Af1	No	No	Lepidoptera	Lobesia botrana	Yes	209534	0.8	µg/ml	 	10.1016/j.jip.2014.01.006		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Af1	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	60	ng/cm2		10.1016/j.jip.2013.02.001		Larvae	1st Instar	Culture medium	Surface contamination	Protoxin
Vip3Af1	No	No	Lepidoptera	Mamestra brassicae	Yes	55057	6	ng/cm2	 	10.1016/j.jip.2014.01.006		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Af1	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	840	ng/cm2	 	10.1016/j.jip.2014.01.006		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ag4	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	265.2	ng/cm2	 	10.1016/j.biocontrol.2013.05.003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ag4	No	No	Lepidoptera	Chrysodeixis chalcites	Yes	749652	45.5	ng/cm2	 	10.1016/j.biocontrol.2013.05.003		Larvae	1st Instar 	Purified crystals	Surface contamination	
Vip3Ag4	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	 	 	29% at 800ng/cm2	10.1016/j.biocontrol.2013.05.003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ag4	No	No	Lepidoptera	Lobesia botrana	Yes	209534	1.1	µg/ml	 	10.1016/j.biocontrol.2013.05.003		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Ag4	No	No	Lepidoptera	Spodoptera littoralis	Yes	7109	34.9	ng/cm2	 	10.1016/j.biocontrol.2013.05.003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ag4	No	No	Lepidoptera	Trichoplusia ni	Yes	7111	 	 	71% at 800ng/cm2	10.1016/j.biocontrol.2013.05.003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ag4	No	No	Lepidoptera	Mamestra brassicae	Yes	55057	"greater than 2	500.0"	ng/cm2	 	10.1016/j.biocontrol.2013.05.003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ag4	No	No	Lepidoptera	Ostrinia nubilalis	Yes	29057	 	 	10% at 800ng/cm2	10.1016/j.biocontrol.2013.05.003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ag4	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	 	 	31% at 800ng/cm2	10.1016/j.biocontrol.2013.05.003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ba1	No	No	Lepidoptera	Ostrinia nubilalis	No	29057	"NA	 not toxic"	NA not toxic		10.1128/AEM.71.10.6276-6281.2005		Larvae	1st Instar 	Culture medium	Surface contamination	
Vip3Ba1	No	No	Lepidoptera	Plutella xylostella	No	51655	"NA	 not toxic"	NA not toxic		10.1128/AEM.71.10.6276-6281.2005		Larvae	2nd Instar	Culture medium	Leaf-dip	Neonate
Vip3Bb2	No	No	Coleoptera	Tribolium castaneum	No	7070	"NA	 not toxic"	NA not toxic		10.1007/s00284-008-9173-1		Not specified	1st Instar	Cell lysate	diet incorporation	
Vip3Bb2	No	No	Lepidoptera	Helicoverpa armigera	No	29058	"NA	 not toxic"	NA not toxic		10.1007/s00284-008-9173-1		Larvae	1st Instar 	Cell lysate	Surface contamination	No information on the LC50 is available
Vip3Bb2	No	No	Lepidoptera	Helicoverpa punctigera	No	27545	"NA	 not toxic"	NA not toxic		10.1007/s00284-008-9173-1		Larvae	1st Instar 	Cell lysate	Surface contamination	No information on the LC50 is available
Vip3Bb2	No	No	Hemiptera	Aphis gossypii	No	56364	"NA	 not toxic"	NA not toxic		10.1007/s00284-008-9173-1		Nymph	Not specified	Cell lysate	diet incorporation	
Vip3Bb2	No	No	Diptera	Chironomus tepperi	No	113505	"NA	 not toxic"	NA not toxic		10.1007/s00284-008-9173-1		Larvae	4th Instar	Cell lysate	Addition to water	
Vip3Bc1	No	No	Lepidoptera	Helicoverpa zea	No	7113	"N/A	 not toxic"	N/A not toxic		10.1038/s41598-017-11702-2 		Larvae	1st Instar 	Purified protein	Surface contamination	no activity at >9000ng/cm2
Vip3Bc1	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	greater than 9000	ng/cm2		10.1038/s41598-017-11702-2		larvae	1st Instar	Purified protein	Diet incorporation	
Vip3Bc1	No	No	Lepidoptera	Ostrinia nubilalis	Yes	29057	485.3	ng/cm2		10.1038/s41598-017-11702-2 		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Bc1	No	No	Lepidoptera	Ostrinia nubilalis	Yes	29057	485.3	ng/cm2		10.1038/s41598-017-11702-2		larvae	1st Instar	Purified protein	Diet incorporation	
Vip3Bc1	No	No	Lepidoptera	Helicoverpa zea	Yes	7113	greater than 9000	ng/cm2		10.1038/s41598-017-11702-2		larvae	1st Instar	Purified protein	Diet incorporation	
Vip3Bc1	No	No	Lepidoptera	Chrysodeixis includens	Yes	689277	1004.2	ng/cm2	 	10.1038/s41598-017-11702-2 		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Bc1	No	No	Lepidoptera	Spodoptera frugiperda	No	7108	"N/A	 not toxic"	N/A not toxic		10.1038/s41598-017-11702-2 		Larvae	1st Instar 	Purified protein	Surface contamination	no activity at >9000ng/cm2
Vip3Ca	No	No	Lepidoptera	Plodia interpunctella	Yes	58824	67.5	µg/cm2	 	10.1016/j.jip.2018.05.004		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Ca	No	No	Lepidoptera	Ostrinia furnacalis	Yes	93504	0.31	µg/cm2	 	10.1016/j.jip.2018.05.004		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Ca	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	5.34	µg/cm2	 	10.1016/j.jip.2018.05.004		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Ca	No	No	Lepidoptera	Elasmopalpus lignosellus	Yes	1511197	481	ng/cm2		10.7717/peerj.2866		Larvae	1st instar	Purified crystals	surface contamination	
Vip3Ca	No	No	Lepidoptera	Diatraea flavipennella	No	1813784	greater than 2000	ng/cm2		10.7717/peerj.2866		Larvae	1st instar	Purified crystals	surface contamination	
Vip3Ca	No	No	Lepidoptera	Trichoplusia ni 	Yes	7111	8.53	µg/cm2		10.1016/j.jip.2018.05.004		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Ca	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	5.45	µg/cm2		10.1007/s12010-019-02952-z		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Ca	No	No	Lepidoptera	Mythimna separata	Yes	271217	3400	ng/g		10.3390/toxins10110454		Larvae	1st instar		diet incorporation	
Vip3Ca	No	No	Lepidoptera	Grapholita molesta	Yes	192188			23% at 2500 ng/cm2 	10.1016/j.jip.2016.09.006		Larvae	1st Instar	Cell lysate	surface contamination	"LC50 > 3600 ng/cm2	 mortality observed after 7 days"
Vip3Ca2	No	No	Lepidoptera	Agrotis ipsilon	Yes	56364	 	 	0.35	10.3390/insects11040208 		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Ca3	No	No	Lepidoptera	Ostrinia nubilalis	Yes	29057	"greater than 4	000"	ng/cm2	 	10.1128/AEM.01360-12		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ca3	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	"greater than 4	000"	ng/cm2	 	10.1128/AEM.01360-12		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Ca3	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	"greater than 4	000"	ng/cm2	 	10.1128/AEM.01360-12		Larvae	1st Instar 	Purified protein	Surface contamination	
